Year-Month,ME1 BM1,ME1 BM2,ME1 BM3,ME1 BM4,ME1 BM5,ME1 BM6,ME1 BM7,ME1 BM8,ME1 BM9,ME1 BM10,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME2 BM6,ME2 BM7,ME2 BM8,ME2 BM9,ME2 BM10,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME3 BM6,ME3 BM7,ME3 BM8,ME3 BM9,ME3 BM10,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,ME4 BM6,ME4 BM7,ME4 BM8,ME4 BM9,ME4 BM10,ME5 BM1,ME5 BM2,ME5 BM3,ME5 BM4,ME5 BM5,ME5 BM6,ME5 BM7,ME5 BM8,ME5 BM9,ME5 BM10,ME6 BM1,ME6 BM2,ME6 BM3,ME6 BM4,ME6 BM5,ME6 BM6,ME6 BM7,ME6 BM8,ME6 BM9,ME6 BM10,ME7 BM1,ME7 BM2,ME7 BM3,ME7 BM4,ME7 BM5,ME7 BM6,ME7 BM7,ME7 BM8,ME7 BM9,ME7 BM10,ME8 BM1,ME8 BM2,ME8 BM3,ME8 BM4,ME8 BM5,ME8 BM6,ME8 BM7,ME8 BM8,ME8 BM9,ME8 BM10,ME9 BM1,ME9 BM2,ME9 BM3,ME9 BM4,ME9 BM5,ME9 BM6,ME9 BM7,ME9 BM8,ME9 BM9,ME9 BM10,BIG LoBM,ME10 BM2,ME10 BM3,ME10 BM4,ME10 BM5,ME10 BM6,ME10 BM7,ME10 BM8,ME10 BM9,ME10 BM10
200602,0.9017,2.9016,2.4813,1.5437,1.9628,0.8732,0.6291,-0.1448,0.6696,2.0593,-2.2705,-1.0408,-0.2711,-0.687,1.5609,-2.6958,-0.7703,0.4879,-2.6985,-0.662,-0.6453,0.8315,0.3864,1.3904,-1.8841,0.9995,-0.246,-0.1038,1.7462,0.2078,0.7044,-0.2338,0.5621,-2.0228,-0.9169,-1.1284,1.0624,-2.6487,0.0617,-6.1876,-0.8402,-1.246,-1.9398,1.0854,-0.2283,-0.1802,1.0513,-3.931,-0.0676,1.6594,2.0873,3.4721,-2.6603,-0.966,-1.4534,1.3832,-2.5289,-3.1023,0.1445,-9.356,-0.4086,1.3779,-0.2123,1.1419,-0.2261,0.8387,-0.3152,-3.4564,2.9353,-0.3312,1.6486,-0.1445,-0.7876,1.3895,-0.5535,0.408,-1.4087,1.037,3.0195,2.3971,-0.9278,-0.9687,-0.7703,-1.3489,-1.4373,2.5154,1.9467,-0.5054,1.3509,-2.8026,0.7669,1.4128,1.5376,3.0958,0.6031,0.5874,0.23,-1.5965,-1.5253,-3.5096
200603,5.0928,3.422,3.8962,5.9274,5.501,3.8263,3.6964,4.2302,5.622,5.8065,4.5555,3.4205,2.9767,5.3086,5.4298,3.6127,3.5199,6.1575,6.3295,6.3476,0.5845,2.3242,5.6644,6.7925,4.2988,7.484,2.0477,5.3966,5.9997,5.4462,1.4624,6.9369,3.5323,4.1173,5.5157,9.0032,3.6116,3.2801,3.6285,1.0581,5.0008,2.7888,6.2208,7.0012,4.2258,2.3919,1.1426,4.1363,3.3835,1.9222,5.3843,4.8303,1.5994,2.7841,4.432,0.5989,2.5096,0.5244,0.0686,2.2223,1.1849,3.9521,1.6396,1.7159,1.5114,2.6384,0.3908,3.4782,4.4061,1.341,3.8327,1.9958,6.0732,1.3802,4.4551,-0.0488,1.4409,2.7242,0.1193,1.6711,1.7457,-0.5815,2.6918,4.7115,2.0374,-0.81,0.7267,0.3311,0.2897,5.2383,1.363,0.8295,1.9345,1.1174,-0.4203,1.7393,0.0307,3.1838,0.4423,2.6313
200604,-1.864,-0.8725,-0.4559,1.3014,0.8419,1.4311,0.2616,2.2694,1.6414,2.1658,-1.6759,-0.3635,-1.2444,-0.5474,-0.7279,-0.0978,0.5315,-1.5458,-0.3611,0.1053,-5.0828,3.26,2.9782,0.417,0.5739,3.1783,2.9189,-1.5724,1.2625,0.3665,-0.5167,-0.3184,1.1742,1.2767,0.2755,1.3379,-2.4863,-0.3851,1.6378,-1.0939,-0.9237,-0.2366,-1.725,-0.4087,1.3877,4.5406,-0.0991,6.7679,-0.2265,-0.292,-2.4601,-1.4202,-0.5439,1.0546,-1.6848,3.6613,0.4268,1.67,0.1759,6.4486,0.4382,2.5956,-0.0035,-1.3615,2.0183,0.6607,-0.1168,0.9353,4.9342,5.3579,-0.9584,1.0799,-0.8941,3.1101,-2.3674,-0.5727,3.6539,0.8537,4.914,1.0766,0.4719,0.0647,2.172,2.034,-0.674,-0.498,2.3888,1.8949,3.9934,1.4277,0.4043,0.5369,1.5846,1.7217,-0.229,2.6479,3.0654,1.2433,5.137,3.4906
200605,-9.4276,-7.8388,-6.3369,-6.2807,-3.0849,-5.7837,-3.6113,-3.8375,-2.1135,-3.4071,-9.9452,-9.1604,-6.5014,-4.6332,-4.6972,-3.7191,-1.9128,-5.2434,-5.3432,-4.6338,-7.4597,-4.319,-6.7503,-4.1509,-4.4072,-3.7123,1.1385,-3.0241,-4.4372,-4.3806,-4.837,-8.9436,-6.9709,-6.0388,-4.6025,-2.5579,-6.8636,-5.4553,-0.9484,-4.7429,-6.2194,-7.8368,-5.0919,-5.5427,-5.354,-3.4485,-3.5618,-2.7358,-1.3539,-3.1783,-3.7533,-4.0662,-3.8043,-5.6652,-4.0537,-0.1489,-2.583,-3.0274,-3.3035,-0.3243,-4.3798,-6.468,-2.6309,-1.8275,-1.9089,-1.2044,-4.27,-3.7236,-5.0739,-4.6745,-5.5759,-2.9455,-3.2809,-3.9977,-1.8238,-2.9561,-6.2457,-1.7088,-1.1008,-0.0105,-4.7624,-4.8871,-3.6523,-3.5801,-5.0411,-1.9649,-1.5694,0.0329,-2.6776,-7.1597,-2.2476,-2.5544,-1.2898,-3.1334,-1.778,-2.2893,-2.9217,-0.411,-2.1918,5.4637
200606,-1.8119,-2.453,-1.2184,-2.984,-1.2558,-1.2654,-0.537,-1.4834,0.5385,-0.2256,0.1792,-1.8471,0.4455,-0.447,-1.1947,-1.9347,1.2369,2.4153,-2.3846,1.9469,0.2399,-0.5087,-1.7751,4.5316,0.0024,-1.2285,-0.4125,-3.6259,-0.3548,-2.5598,-3.2306,2.5655,-2.5152,1.9131,-2.8165,-0.6693,1.4598,1.8101,1.2094,-2.0592,-1.0807,-3.2837,-3.7449,2.6035,0.2551,4.6391,-1.8074,1.2518,0.7287,-0.9565,0.6246,-1.8246,1.3542,-3.4055,-7.3496,0.3429,-0.4082,-0.8403,-2.3842,2.5631,-0.7939,-1.1788,-1.4402,-0.7037,0.4867,0.0492,0.53,-0.9119,-1.2226,-0.273,0.9688,-3.3944,0.2978,-4.5185,0.9007,-1.5406,3.2361,0.1703,-2.0281,0.6354,1.1848,-0.7595,-0.2494,-1.1058,-0.686,3.3233,-1.4956,3.3358,2.9848,3.4406,-0.7076,0.5824,-2.58,1.7452,0.9079,2.4238,-0.3355,1.3756,1.3094,1.3932
200607,-6.5934,-3.3985,-5.5964,-5.0858,-2.3942,-3.0587,-2.8339,-2.1825,-2.1207,-2.6357,-5.5071,-6.7571,-3.9168,-4.1668,-2.6367,-4.1222,-0.8971,-3.4108,-1.8908,-3.7576,-7.1433,-4.2164,-7.3108,-1.8409,-0.9551,-5.2541,-0.643,-2.0854,-4.1242,-4.186,-3.0131,-6.816,-7.5471,-3.4568,-3.2177,-4.4118,-0.7237,-2.049,-2.3569,-3.3988,-5.8747,-6.3604,-7.5927,-2.3093,-5.2256,-1.1324,-2.8421,0.655,0.9513,-2.1936,-6.5876,-6.9738,-2.6517,-1.7072,-5.6654,-2.9407,-1.6979,-1.9191,-0.2599,-4.8646,-6.6002,-4.9123,-3.7515,-2.3666,-4.1761,-1.4314,-4.3688,-4.6944,-0.1764,-3.7256,-5.2435,-2.2092,-3.0348,-2.836,-2.9915,-2.733,-3.8693,-2.6278,-0.5893,-2.7894,-3.9958,-0.2767,-0.5761,0.3503,0.0812,3.6716,0.9832,-0.396,-0.6666,2.17,-2.5309,-0.7752,0.2629,-3.2068,0.7827,1.372,2.8825,-0.6313,2.6075,-99.99
200608,2.2627,3.5977,2.2033,1.5184,2.2506,1.9933,0.4376,0.4605,1.6077,0.9481,3.6244,2.7923,3.7162,1.5566,3.0287,4.8234,3.3175,4.8712,3.6048,3.7743,5.6128,5.9541,2.808,2.7756,2.0206,5.1459,2.0775,5.5439,4.1074,-0.5365,3.2005,0.1512,4.8461,0.7357,4.5594,2.162,3.2046,1.5902,-0.9751,6.1683,2.8354,4.8354,3.554,1.9139,3.8516,-0.221,3.1592,1.0944,2.7668,6.4857,3.3394,0.0826,0.4634,1.9385,0.8415,3.2991,2.3019,4.8639,-0.0023,3.9432,-0.8954,3.116,5.9537,1.5517,1.1427,-1.3038,1.4755,4.5891,3.4108,1.3295,1.6364,0.2713,5.2123,0.5172,0.4317,3.5083,3.4147,3.7704,1.2002,8.1359,3.1153,2.9489,3.4915,0.8112,2.3376,2.582,2.7178,-0.3502,1.3658,5.4598,4.0426,3.3122,2.8893,3.4974,4.6524,-0.2247,0.0072,-1.8126,-0.5559,-99.99
200609,-2.164,-1.5173,-0.193,0.0723,0.8541,1.1543,1.7847,0.1246,2.2671,1.8625,-0.9026,1.8135,0.2079,-0.3089,0.4838,-0.7913,-0.5102,-0.487,1.7335,2.626,0.3952,1.937,3.9258,0.7216,3.9632,1.318,2.4006,2.9352,-1.7005,2.7502,-1.2467,1.2234,1.5596,0.8336,0.6132,-1.3049,1.3662,1.9174,2.5848,1.1587,3.6956,0.1775,2.3794,-0.1132,1.5595,3.1958,-0.0399,1.0806,0.3922,0.0498,0.9682,2.7749,-1.1934,1.4154,1.9641,0.8487,0.8526,0.3368,1.9559,-0.1797,3.6655,2.1414,2.681,1.6997,0.5952,3.5403,1.336,0.7807,0.5589,0.7061,3.2087,1.3104,3.1507,2.5656,-0.2078,1.5977,2.6592,2.3669,1.0075,0.5582,2.8804,0.5068,3.9401,0.6991,1.3166,-0.8839,2.3939,1.326,4.1588,4.5549,3.1361,2.1355,3.7509,2.7339,1.7077,2.6631,2.1745,3.1883,3.7733,-99.99
200610,5.822,7.2076,4.3801,8.083,5.5215,5.853,4.821,3.6237,2.6215,3.4709,6.6303,8.0797,5.3467,7.6862,5.38,7.6965,3.458,8.1431,5.5138,9.1895,9.9838,7.1132,6.8345,6.9467,2.7925,1.3112,6.7406,2.5583,4.4578,7.8645,5.0743,4.3207,5.7042,5.1799,7.2664,5.4911,4.8145,4.0857,2.2959,3.6631,8.1567,5.2247,4.447,5.8421,3.9405,5.0777,5.4671,2.4783,4.0305,4.5008,4.2286,6.7984,4.5767,6.3765,4.233,1.4378,3.4012,4.2166,7.388,4.1326,5.6181,1.5324,4.3238,3.7979,2.2388,2.7619,4.721,4.8498,2.7034,-0.0292,4.8848,4.2517,5.1108,4.0355,3.4919,3.5948,3.5265,1.8118,2.6544,3.9665,3.6787,2.8178,1.3644,3.8497,5.3781,1.4101,7.0274,4.6651,3.9552,-0.1053,4.222,2.5498,1.8594,1.6799,3.158,3.9889,3.3263,3.633,5.0853,-99.99
200611,2.571,0.0792,5.336,3.5906,2.1508,1.4805,2.4015,0.9338,3.5732,1.8939,0.157,1.3782,3.5034,0.6683,1.7729,1.1673,2.2822,1.0543,1.9571,4.8996,3.7453,0.3048,5.3677,1.247,1.2307,3.6635,5.4256,2.3006,4.2066,4.5225,-0.6414,4.9158,4.6158,1.3313,2.4527,2.5362,1.1142,4.1499,1.9879,1.4932,0.8498,4.3332,4.9858,3.6026,4.4871,5.3031,3.8119,4.8035,3.7979,0.354,6.3128,5.119,3.6338,4.1731,3.6525,3.0259,2.8949,4.8452,6.0369,3.8219,4.6781,4.5189,3.5852,0.0329,6.6582,3.4414,1.8949,2.456,4.5198,3.7465,2.1125,5.1208,4.3271,5.2452,1.9029,3.7143,3.2531,3.7874,3.6811,6.7952,2.374,3.1786,1.4933,6.8475,5.0988,2.5657,4.8536,0.8987,2.7336,-4.3536,1.663,0.3204,0.6949,0.1984,1.1369,1.4919,1.9891,1.8993,1.4396,-99.99
200612,1.2558,1.5041,0.8605,0.0777,2.8081,2.4709,2.7281,2.4344,2.5013,3.3259,0.1618,-0.3437,-0.4297,1.1216,1.6204,0.1408,2.1826,1.7725,0.8982,4.9769,-4.9123,-3.9965,-1.5089,-0.728,1.5948,1.6986,1.3659,-1.3376,2.497,2.0147,-1.1591,2.3473,-0.6768,-1.3099,0.6509,-0.636,0.1139,0.5613,2.7912,0.6192,0.7901,-0.4946,-1.8556,0.4481,1.2784,-0.1991,-0.5251,1.1586,0.8914,1.2357,-1.7493,-2.8451,0.4059,0.0015,-0.0203,2.8466,1.0911,0.9099,0.3617,1.1263,-0.8386,-0.5168,1.6519,1.5488,-1.1067,0.0174,1.6273,0.9622,0.7262,3.012,0.1295,-2.4273,-0.7002,-0.797,2.1474,-0.9466,1.5067,3.0366,3.0576,3.1745,-1.5927,-1.9712,1.8448,0.0649,-3.8051,2.2841,1.1758,3.0087,0.5844,1.0845,-1.0194,1.7535,0.8442,3.1328,4.7672,1.121,0.769,3.6014,2.9375,-99.99
200701,5.082,2.094,2.9521,2.9701,0.9859,1.2706,0.9451,2.1394,2.2208,4.3749,0.4622,2.2886,-0.101,-0.833,0.7988,-0.7509,-0.8021,0.1155,1.7755,3.2916,2.512,5.2747,3.2745,2.2793,0.7627,-2.2363,0.856,0.443,2.2215,3.3687,2.1468,-0.3664,0.7153,-0.4061,2.3258,0.0436,1.0549,1.8041,1.9366,2.9148,4.495,3.8159,4.4372,0.8224,0.1104,2.7999,3.8784,1.4106,-0.3358,-4.203,3.7892,4.5001,1.7734,2.3503,3.2073,3.3115,3.5519,3.2562,3.4928,1.5386,4.0374,6.0972,2.643,4.5943,0.9919,5.0383,3.0203,0.2678,0.4912,4.2373,4.8158,3.7776,3.2341,3.3526,2.4582,1.4515,2.7339,1.3828,0.7754,3.2084,4.2505,2.0786,1.1155,3.3946,4.161,3.681,0.61,1.8507,0.7962,3.813,1.5039,2.17,2.4499,3.1584,1.8994,1.0983,1.9297,0.8719,1.8691,-99.99
200702,0.9891,-0.6308,1.1792,-0.6414,-0.3188,-0.8532,0.8387,0.8014,0.3566,2.2323,0.3152,0.016,0.1282,-1.0605,-0.7531,-0.6379,-0.6087,-1.1859,-1.1633,-0.6663,-0.738,0.886,1.9643,0.8285,-0.3293,-0.4505,-0.5936,-3.7511,-1.5344,2.1368,-0.3005,-0.181,-1.7576,-0.6596,0.1388,0.2082,-2.1689,-0.3227,-0.1949,-1.0137,0.1244,0.4841,2.3105,0.9551,1.6282,1.5449,-0.0328,-4.1281,-3.1769,-4.3783,-1.1913,2.2089,0.2947,-1.1317,2.2218,0.9446,2.0433,-0.0521,2.4757,4.8176,-1.177,1.7783,0.2984,0.3622,-0.9293,0.2623,1.7787,1.847,0.8455,3.0744,-1.4772,0.2855,-0.2035,0.6691,4.4646,-1.7441,1.2965,-3.0576,-0.892,1.1235,0.21,-1.2723,0.2268,3.0943,-0.1274,0.1552,2.594,2.1371,-1.492,-3.0344,-1.5598,-1.74,-1.3698,-1.0945,-0.0418,-3.1998,-0.1504,-1.4319,-1.4356,-99.99
200703,1.7563,0.5359,-1.9636,-0.3278,1.1796,-1.7871,0.4918,-0.7859,-0.5527,-0.7393,-1.4731,-0.2841,0.5384,-0.6594,0.7924,1.9961,2.8979,1.6107,0.9571,-0.1917,-0.4946,0.1369,3.1928,1.3894,1.3593,-1.3689,5.3596,-0.0243,-1.6858,-1.2344,1.005,5.3055,0.8471,-0.0344,1.7389,-1.2755,-5.0872,0.0046,-0.8704,-0.0401,3.7105,2.9296,4.4575,3.4625,0.5016,2.5062,2.4397,-1.04,-0.3105,1.6721,3.0005,2.2873,0.8233,3.1386,0.5428,1.7314,1.0875,-0.1405,-0.3267,1.8225,2.3079,1.1413,0.1339,2.4951,-1.9298,2.1742,0.1569,1.0058,1.4147,5.8954,0.3587,1.1317,-0.5245,2.9142,3.6088,-1.8574,-1.6683,0.2756,2.6031,4.2876,-0.8638,2.5024,-0.6121,1.2852,2.5728,1.7744,0.7007,-0.2604,1.4696,-1.3423,2.0106,0.8547,0.0911,0.4541,1.5107,2.6331,2.7754,-1.1145,0.6103,-99.99
200704,5.1654,3.9356,2.1402,2.5116,1.0038,0.5571,0.3125,1.6446,2.3071,1.1014,1.8274,5.347,-0.0204,0.2073,-1.3278,-1.2142,-0.2274,-0.6424,-0.36,1.6415,3.5825,-0.5958,5.1889,2.537,-0.1706,-2.5958,1.4868,0.7335,1.4505,2.7075,2.2325,0.226,2.0187,2.9736,3.3592,5.3865,-0.5473,1.1829,1.3892,1.9072,2.8155,4.1785,3.0984,3.6456,4.0041,4.4312,3.9069,-0.0697,-0.911,0.0396,6.8167,2.8766,3.2982,4.7179,4.5618,3.6053,2.6334,3.0418,1.5526,5.8999,3.0278,3.7315,6.0141,3.6784,4.5761,6.0603,2.1836,3.8826,3.6044,5.7094,4.6634,4.0237,5.009,4.4553,3.2,4.208,3.8342,6.0037,0.4601,4.3374,6.188,3.6401,2.9997,4.9358,3.7489,-0.3408,4.4029,4.5777,1.2887,3.5594,4.0354,6.7133,1.5397,5.2331,3.8522,4.814,2.5873,3.855,4.2006,-99.99
200705,-1.3648,2.2075,2.914,2.1608,0.7217,2.3891,0.8868,1.1496,-0.0421,0.8992,2.299,4.1339,2.1726,1.4045,3.0578,2.8818,4.4269,3.6118,2.6018,3.4107,1.4391,4.2377,3.7618,4.2591,3.7328,5.7553,3.938,1.4833,0.9619,2.4856,5.8808,3.5232,6.584,2.6258,4.5284,2.4675,0.0707,1.5732,5.6973,6.8095,6.2046,6.2634,4.8425,7.6015,4.8243,3.7797,3.326,4.3158,7.749,5.3699,7.3375,7.0774,4.622,4.8287,6.0308,6.4684,3.0806,6.0498,2.6062,4.2766,3.3234,4.8777,3.859,2.8607,2.5513,2.9168,1.8691,8.0685,0.8127,10.1356,4.0817,4.9067,3.5278,3.1239,5.9897,5.6426,4.9543,3.4221,2.2593,1.0024,3.5528,2.0215,3.236,7.4144,6.3357,2.1616,1.2242,0.2969,1.4703,0.1495,2.7867,3.7173,3.2159,4.425,1.5586,5.0945,3.2244,4.2095,4.3818,-99.99
200706,-2.5326,1.2995,1.0857,-0.8836,-1.2624,1.1458,-1.5575,-0.0416,0.5395,0.8086,1.0769,0.1974,-0.198,-0.3601,0.5304,-1.6891,0.5988,-0.8843,-1.5777,-0.8173,-0.0343,-4.4003,-1.82,-0.2341,-0.8895,-1.85,-2.3901,-1.0666,-1.7532,-1.556,-2.788,-0.2589,-2.8753,-2.0491,-0.696,-2.5989,-2.5002,-4.1119,-3.8239,-4.0471,-1.0022,0.0761,-0.1546,-0.728,-2.2323,-2.1841,0.7603,-4.5264,-4.1785,-1.3689,-1.4248,-2.401,-1.0046,1.2858,0.9588,1.047,-1.7663,-1.3575,-2.9075,-4.2391,-2.6862,-1.4781,-2.2235,-0.4863,-2.4449,-3.9351,-2.3928,-2.3892,-3.6752,5.5094,-0.8202,-1.5913,-1.5699,-1.5978,-0.4457,-3.5089,-5.3774,-5.3335,-2.1141,-1.6946,-2.2957,-1.0993,-1.1565,0.5174,-1.9143,-0.2275,-4.1745,-4.5336,-3.5725,9.797,-2.2662,-1.9732,0.7202,-1.8918,-2.2311,-1.7617,-3.0064,-2.6211,-2.2032,-99.99
200707,-4.4128,-6.1858,-5.387,-5.7342,-4.3049,-4.5575,-4.3184,-3.7456,-5.8379,-2.7535,-5.1643,-5.7809,-7.2547,-6.6873,-8.3655,-6.458,-9.0919,-8.0629,-9.0224,-12.1212,-4.1707,-4.8436,-3.0173,-6.9776,-5.3484,-6.4545,-8.1237,-10.1003,-7.695,-12.6315,-3.211,-6.9625,-6.5366,-6.9138,-5.1671,-2.2377,-4.694,-7.5413,-8.6506,-10.5398,-2.3062,-6.9658,-1.7859,-2.5349,-5.6891,-5.6728,-6.5499,-6.5534,-7.1704,-9.0551,-1.2801,-2.348,-4.7642,-3.1222,-3.3155,-6.6459,-6.3474,-6.914,-6.8767,-3.9761,-6.3051,-0.0527,-5.4831,-5.5794,-3.4026,-5.175,-5.1411,-4.1793,-6.3121,-16.4369,-2.7532,-3.2736,-2.5253,-3.4922,-6.0942,-4.0527,-6.4109,-4.8187,-7.9818,-6.9226,-2.2453,-1.8088,-1.6279,-2.808,-2.4654,0.0991,-3.62,-7.0713,-5.958,-8.9051,1.7208,-3.4112,-2.0664,-1.8349,-6.0119,-2.228,-6.5624,-5.9614,-5.0467,-4.391
200708,-2.3825,-3.0647,-4.7522,-2.4038,-2.5798,-0.3029,-2.0967,-2.6661,-1.7502,-5.7084,1.269,4.0493,1.8262,3.1207,2.0928,2.8292,3.8796,1.9583,-2.5533,-0.388,5.6248,-0.5715,0.9569,5.957,3.0537,2.082,5.9473,2.8823,2.2595,-6.1881,3.5884,-0.0696,1.3882,1.3701,2.2952,4.2153,2.9806,1.7361,1.2896,-4.1853,0.0707,-0.3802,4.2751,2.8591,1.6768,0.3589,3.0774,1.8726,1.2866,-2.9806,-3.1937,0.4728,2.1074,2.2366,2.5749,-5.8119,0.9865,-4.1105,-0.8587,-7.8155,1.8753,0.7991,-0.0558,-0.4209,0.3885,-1.8911,-1.94,-1.3959,-1.0262,-13.2489,0.8819,1.3909,1.8912,1.3615,-4.856,-0.5775,-2.199,1.8403,-1.0358,3.0873,0.997,-0.0854,-0.5835,0.6042,1.4711,1.1182,-2.8297,-3.7184,-2.8689,-2.8383,1.164,2.2173,2.1704,3.317,0.9612,2.9372,3.3349,0.8043,0.6642,-2.1989
200709,2.3245,0.4061,4.859,2.1839,2.2366,1.0559,0.2796,1.0206,0.676,-0.3655,0.358,3.6558,3.3124,1.318,-0.1191,0.3563,1.1126,-0.4647,-2.1272,-5.0466,0.9372,5.9797,2.6346,-1.7911,0.2402,-0.0695,1.626,-1.1551,-0.4369,-1.5214,3.5278,1.6382,0.7933,1.0733,0.9759,0.5305,1.02,0.8878,0.1997,-2.7623,2.2483,2.3071,2.0091,2.053,1.2833,1.6906,-1.3814,6.633,2.2872,-4.3112,5.1915,3.5673,4.4451,4.3197,1.7325,0.2401,1.3241,1.5385,3.5666,1.3158,4.7391,4.7854,2.2336,0.8208,1.3889,2.2507,4.9992,-1.2741,-0.2575,5.4522,2.0716,3.4612,4.1905,2.5147,0.971,-1.5064,1.3135,2.7843,-3.9637,3.3376,2.9445,3.7358,4.3597,1.9837,3.5682,4.8562,3.3941,3.5033,3.6734,4.7351,8.0084,4.5791,4.0524,2.926,3.4747,1.9181,2.7989,3.5078,2.9178,3.9841
200710,0.6471,4.516,2.9279,1.4631,-0.8178,-0.5848,-1.2316,0.3848,-3.1443,-0.3467,2.4841,7.1504,2.7825,0.7811,-2.5628,0.14,1.4641,-0.0386,-4.4063,1.0556,-1.6297,7.9445,1.6581,5.1835,0.9007,-0.1172,-0.1194,0.3113,2.5845,-0.6294,4.3365,-0.6839,2.77,5.2956,1.5552,-2.1798,3.1578,5.5349,0.1283,-5.5194,2.6113,3.8149,6.6896,-2.028,5.6038,7.2089,-2.0972,-5.8112,3.4936,-2.1604,5.9091,4.6712,1.3143,1.5833,1.9176,-0.8589,0.8295,2.2704,4.9724,3.5956,4.8403,0.6193,-0.4656,6.4123,0.5593,4.337,7.2813,0.2412,-3.401,-15.9773,4.3745,3.5995,3.3766,0.4027,-0.2444,0.532,2.276,-1.2192,-0.9899,-0.126,2.0037,1.8803,0.0829,2.6146,6.0889,0.5711,1.4424,0.6965,2.386,-3.2833,4.4304,2.7864,-0.2544,6.4501,3.0196,1.5665,-1.4265,2.3317,1.2488,-5.6146
200711,-11.5453,-11.107,-8.3669,-9.8216,-8.7216,-11.5673,-8.0534,-9.0053,-7.9152,-9.8534,-9.9145,-10.9534,-7.0924,-10.2292,-6.5012,-7.5695,-6.8641,-10.0065,-8.9491,-16.0284,-5.5751,-8.3928,-7.9961,-8.6055,-5.113,-7.8551,-8.9327,-9.5429,-9.9681,-9.6413,-7.2034,-5.5876,-9.7403,-5.1285,-7.1681,-7.7914,-3.3382,-6.2644,-7.8921,-9.4137,-3.491,-7.5593,-10.6551,-2.5466,-6.1133,-6.6529,-8.5049,-5.9368,-4.0909,-8.2122,-6.4899,-4.57,-7.5207,-6.7743,-5.426,-8.6264,-8.7115,-5.0802,-0.49,-9.272,-9.7788,-0.9764,-6.0809,-4.0545,-7.2321,-6.0834,-1.9835,-4.9638,-5.1584,-6.7189,-2.9673,-5.5531,-2.7859,-8.0163,-13.3165,-5.9467,-6.366,-7.4294,-12.4537,-3.632,-4.108,-2.0799,-2.3537,-2.217,-1.206,-5.3438,-6.2016,-6.9805,-9.8159,-6.2753,-4.2161,-2.7509,-2.2977,-4.3117,-5.6912,-3.1364,-8.7618,-4.7564,-4.6334,-4.4884
200712,-3.2183,-1.1012,0.3591,-0.0905,-0.6986,-2.4957,-1.7191,-2.0618,-3.5337,-3.7915,-0.8647,0.7364,-0.8304,0.4303,-2.5022,-2.2463,-2.0736,-2.5486,-1.2204,4.1572,-0.1338,-1.6797,-1.4524,-0.4891,-1.5045,0.6872,-0.2342,0.1386,-0.0879,0.573,7.3813,-2.2187,-0.1302,0.601,1.0339,-1.8944,-0.1548,0.8103,-0.2155,-2.4094,0.2373,-0.9453,0.1805,-1.6433,-2.4439,-3.0878,-3.1929,-5.4226,-2.4461,0.2866,-3.7856,-0.1882,-2.6339,-1.6234,0.8049,-1.8245,-1.6572,-1.6885,0.3375,-1.9764,-4.0033,-1.5253,-3.8881,2.2225,-5.5344,-3.757,-0.9094,0.3966,0.8396,-3.4767,-0.4695,0.5843,0.7918,0.8039,-2.0979,-2.3616,-4.8502,-1.8002,-4.7944,-1.049,0.1852,0.209,-1.3964,-1.1525,1.6411,-0.4833,0.9158,-3.8044,-0.8749,-3.3342,-2.5004,-2.9104,-1.0745,-0.6663,-1.2798,0.3451,-0.7885,-3.6392,-0.1406,-3.0169
200801,-4.9319,-7.8982,-5.4554,-4.6257,-6.9098,-0.8265,-3.4393,-4.9375,-3.774,-2.5467,-12.165,-13.346,-8.123,-9.2775,-5.2778,-8.8067,-3.7497,-4.3043,-2.3116,-1.8611,-6.3639,-10.5102,-3.5965,-6.555,-6.5871,-7.2012,-6.2422,-0.0783,-5.3807,1.6385,-11.2782,-4.6518,-4.2213,-9.0893,-6.2056,-9.5352,-2.5973,1.236,-3.9889,3.0684,-2.4805,-10.7224,-7.9272,-5.2308,-2.3219,-3.0445,-0.7384,5.4787,-7.814,-0.8937,-5.473,-7.9995,-3.7151,-7.0438,-6.6423,-6.8097,-2.1922,-3.4131,-6.9211,-4.0758,-4.5759,-2.0638,-7.2413,-4.9258,-3.8512,-2.6998,-2.9593,-6.0632,-0.0821,-3.7017,-5.7877,-7.2284,-7.5397,-9.4107,0.2115,-0.5371,-3.945,-7.2546,6.5345,-10.7328,-7.3854,-7.9228,-3.584,-2.1051,-4.1319,-5.2592,-7.29,-0.3254,-5.3078,-3.6381,-7.1665,-6.8395,-4.8866,-4.6973,-2.0996,-4.3216,-4.0468,0.0923,-2.3838,-10.9731
